"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Brip1",0,0.260116766607295,0.242,0.008,0,"Prolif DC","Brip1"
"Gmnn",1.06345866604244e-307,1.0608245888887,0.844,0.156,2.97747157318561e-303,"Prolif DC","Gmnn"
"Chaf1a",7.1120917422709e-304,0.351224629336405,0.355,0.024,1.99124344600101e-299,"Prolif DC","Chaf1a"
"Rfc4",2.04619327073859e-299,0.686887257184876,0.617,0.079,5.72893191941391e-295,"Prolif DC","Rfc4"
"Cdc20",8.4855621014859e-299,0.41828234506628,0.249,0.011,2.37578767717402e-294,"Prolif DC","Cdc20"
"Haus4",8.59795929035509e-288,0.553873794006381,0.537,0.061,2.40725664211362e-283,"Prolif DC","Haus4"
"Rpa2",4.00258247485837e-287,0.633564898208557,0.589,0.074,1.12064304131085e-282,"Prolif DC","Rpa2"
"Dnajc9.1",1.24509025493337e-280,0.918936082136363,0.788,0.144,3.48600369576246e-276,"Prolif DC","Dnajc9"
"Gins2",4.02348210593341e-280,0.595097916041302,0.577,0.072,1.12649452001924e-275,"Prolif DC","Gins2"
"Shcbp1",8.9359901324285e-273,0.419157939762083,0.403,0.035,2.50189851727733e-268,"Prolif DC","Shcbp1"
"Ung.1",7.11714151259156e-269,0.535887238030103,0.383,0.033,1.99265728069538e-264,"Prolif DC","Ung"
"Hirip3",1.79730256051612e-265,0.3935760912227,0.426,0.041,5.03208770893303e-261,"Prolif DC","Hirip3"
"Ncapd3",5.92453592067703e-264,0.432486516014207,0.446,0.045,1.65875156707115e-259,"Prolif DC","Ncapd3"
"Mcm6",1.81088706801333e-262,0.965554577891442,0.683,0.113,5.07012161302372e-258,"Prolif DC","Mcm6"
"Aurka",3.41686338074689e-253,0.304059693994949,0.307,0.022,9.56653409341515e-249,"Prolif DC","Aurka"
"H2afx",4.80072442850973e-253,1.73426284411361,0.834,0.206,1.34410682549415e-248,"Prolif DC","H2afx"
"Fen1",2.94273383621524e-252,0.672449963776476,0.665,0.106,8.23906619463543e-248,"Prolif DC","Fen1"
"Psmc3ip",2.93800203119246e-251,0.330710217018622,0.358,0.03,8.22581808693264e-247,"Prolif DC","Psmc3ip"
"Hmgb2.2",1.22072577487344e-246,2.69358262381115,1,0.647,3.41778802449065e-242,"Prolif DC","Hmgb2"
"Mms22l",1.46445107186594e-244,0.41635192776969,0.423,0.043,4.10017011101025e-240,"Prolif DC","Mms22l"
"Ccne1",1.65052759573851e-244,0.310713945752579,0.345,0.029,4.62114716254868e-240,"Prolif DC","Ccne1"
"Syce2",1.99841172654011e-244,1.00018195114561,0.7,0.134,5.59515315196699e-240,"Prolif DC","Syce2"
"Rfc5",6.80366650466593e-236,0.662673014291488,0.657,0.109,1.90489054797637e-231,"Prolif DC","Rfc5"
"Cbx5",4.29390026515458e-235,0.586243379065451,0.597,0.09,1.20220619623798e-230,"Prolif DC","Cbx5"
"Cdca7",9.73391489253796e-235,0.321989105015469,0.292,0.021,2.72530149161278e-230,"Prolif DC","Cdca7"
"Wdr76",3.07471363186961e-234,0.272674874496082,0.29,0.021,8.60858322650853e-230,"Prolif DC","Wdr76"
"Ptma.3",6.9961475209443e-232,1.65325605838807,1,0.985,1.95878138291399e-227,"Prolif DC","Ptma"
"Dnmt1",2.43573638720353e-229,0.574902751014599,0.637,0.101,6.81957473689245e-225,"Prolif DC","Dnmt1"
"E2f1",4.29854068839446e-226,0.865323276345764,0.642,0.114,1.20350542193668e-221,"Prolif DC","E2f1"
"Orc6",3.54543573149878e-225,0.502613655801763,0.539,0.075,9.92651096105028e-221,"Prolif DC","Orc6"
"Chaf1b",8.5628831515491e-224,0.372821983190725,0.388,0.04,2.39743602477072e-219,"Prolif DC","Chaf1b"
"Tpx2.1",2.25755355069839e-217,0.479132635643614,0.479,0.062,6.32069843124536e-213,"Prolif DC","Tpx2"
"2700094K13Rik.2",1.05865155631311e-211,1.37204458615113,0.935,0.343,2.96401262736544e-207,"Prolif DC","2700094K13Rik"
"Smc4",2.34858266138701e-210,1.14949382591788,0.864,0.238,6.57556173535135e-206,"Prolif DC","Smc4"
"Nrm",4.79907130718887e-207,0.869056346962753,0.758,0.169,1.34364398458674e-202,"Prolif DC","Nrm"
"Dtymk",8.7222230582902e-207,0.894245292005175,0.783,0.188,2.44204801186009e-202,"Prolif DC","Dtymk"
"Tuba1b.2",7.25391761927259e-199,1.8882197278515,0.997,0.834,2.03095185504394e-194,"Prolif DC","Tuba1b"
"Hist1h2ae",2.16420619918512e-194,0.309224911161162,0.302,0.028,6.05934451647851e-190,"Prolif DC","Hist1h2ae"
"Dctpp1.4",6.08391952034672e-193,1.2473476755363,0.834,0.26,1.70337578730667e-188,"Prolif DC","Dctpp1"
"Rmi2",3.02857219807768e-192,0.382169114314195,0.431,0.056,8.47939644017789e-188,"Prolif DC","Rmi2"
"Hmgb1.4",7.6215826030545e-191,1.66324783281311,0.99,0.78,2.1338906972032e-186,"Prolif DC","Hmgb1"
"Zfp367",5.40144091188526e-188,0.282630694509495,0.272,0.023,1.51229542650963e-183,"Prolif DC","Zfp367"
"Pold2",3.07793646543875e-186,0.480619381842207,0.529,0.087,8.61760651593541e-182,"Prolif DC","Pold2"
"Ezh2.2",3.15760305719326e-184,0.909456105386392,0.816,0.219,8.8406570395297e-180,"Prolif DC","Ezh2"
"Hist1h2ap.3",1.05202218987638e-182,2.58694078179558,0.73,0.205,2.94545172721589e-178,"Prolif DC","Hist1h2ap"
"Anp32b.1",6.92171578505869e-182,1.32174482413959,1,0.766,1.93794198550073e-177,"Prolif DC","Anp32b"
"Rcc1",3.4690359457593e-181,0.309268695873397,0.365,0.043,9.7126068409369e-177,"Prolif DC","Rcc1"
"Metrn",6.12601477001469e-179,0.311102266016018,0.375,0.046,1.71516161530871e-174,"Prolif DC","Metrn"
"Rfc3",7.64888741999513e-179,0.478182668794106,0.564,0.099,2.14153549985024e-174,"Prolif DC","Rfc3"
"Ran",9.13045542400432e-177,1.30358914511187,0.995,0.827,2.55634490961273e-172,"Prolif DC","Ran"
"Csrp2",1.0802680028398e-176,0.305450677914066,0.365,0.044,3.02453435435089e-172,"Prolif DC","Csrp2"
"Tubg1",9.03264247995851e-176,0.394542035059987,0.458,0.069,2.52895924153878e-171,"Prolif DC","Tubg1"
"Prim2",1.21944863735985e-173,0.300033206704934,0.343,0.04,3.4142122948801e-169,"Prolif DC","Prim2"
"Hmgn1.5",1.54477171983189e-171,1.1676899577992,0.917,0.347,4.32505186118533e-167,"Prolif DC","Hmgn1"
"Rpa1",4.18079104795638e-171,0.570154199197799,0.63,0.13,1.17053787760683e-166,"Prolif DC","Rpa1"
"Tubb5.4",5.93110381518436e-171,1.80311942038531,0.997,0.803,1.66059044617532e-166,"Prolif DC","Tubb5"
"Mcm4",2.39752426200339e-169,0.482422911809293,0.494,0.082,6.71258842875708e-165,"Prolif DC","Mcm4"
"Ranbp1.3",5.22866693939159e-169,1.52651384942212,0.975,0.672,1.46392216969086e-164,"Prolif DC","Ranbp1"
"Nasp",4.58321960558421e-168,0.808332176403031,0.796,0.219,1.28320982517147e-163,"Prolif DC","Nasp"
"Haus1",5.24343274614637e-167,0.341484857707047,0.36,0.046,1.46805630026606e-162,"Prolif DC","Haus1"
"Hjurp",4.44683963716873e-166,0.425123777889558,0.438,0.066,1.2450261616145e-161,"Prolif DC","Hjurp"
"Pmf1",4.013714859074e-162,0.746571324071776,0.776,0.209,1.12375988624354e-157,"Prolif DC","Pmf1"
"H2afv.3",6.58241674747751e-158,1.36537584019974,0.952,0.447,1.84294504095875e-153,"Prolif DC","H2afv"
"Lsm2",1.5391155849197e-155,0.812576503945857,0.819,0.256,4.30921581465817e-151,"Prolif DC","Lsm2"
"Nucks1.2",3.07438754559611e-155,1.04314372594019,0.869,0.336,8.60767025015998e-151,"Prolif DC","Nucks1"
"Dek.1",1.64825872968592e-154,1.24056401716012,0.977,0.62,4.61479479137464e-150,"Prolif DC","Dek"
"Topbp1",2.89196066349527e-150,0.405987420671751,0.521,0.096,8.09691146565406e-146,"Prolif DC","Topbp1"
"Pcna",1.69049881663841e-148,1.14496471944427,0.836,0.318,4.73305858682421e-144,"Prolif DC","Pcna"
"Usp1",2.93604402198781e-143,0.520106901929398,0.599,0.132,8.22033605276146e-139,"Prolif DC","Usp1"
"Hint1.2",6.01120021076952e-142,0.971360749417606,0.995,0.875,1.68301583501125e-137,"Prolif DC","Hint1"
"Ppia.2",2.52901438688396e-140,0.808671582154326,1,0.998,7.0807344803977e-136,"Prolif DC","Ppia"
"H2afz.4",1.30624723370818e-139,1.07065449424876,1,0.991,3.65723100493615e-135,"Prolif DC","H2afz"
"Sae1",5.3848172266653e-139,0.588469487230489,0.71,0.189,1.50764112712175e-134,"Prolif DC","Sae1"
"Cdk4.1",3.67528504434064e-138,0.921434354550894,0.839,0.31,1.02900630671449e-133,"Prolif DC","Cdk4"
"Slc43a3",2.00498128479616e-137,0.263424862710976,0.3,0.038,5.61354660117228e-133,"Prolif DC","Slc43a3"
"Plk4",8.55559916207001e-135,0.283572304009346,0.385,0.06,2.39539665339636e-130,"Prolif DC","Plk4"
"Cdkn2c",2.94992979928093e-134,0.324666714789439,0.426,0.073,8.25921345202674e-130,"Prolif DC","Cdkn2c"
"Tmpo.2",4.14205825796262e-134,0.981104168987864,0.909,0.383,1.15969347106437e-129,"Prolif DC","Tmpo"
"Hmgn2.1",6.22248746485254e-133,1.12133160301884,0.902,0.392,1.74217204040942e-128,"Prolif DC","Hmgn2"
"Cbx3",7.21459347129717e-133,0.813782914240482,0.836,0.281,2.01994188009378e-128,"Prolif DC","Cbx3"
"Paics",4.22810521401861e-131,0.675239963395907,0.748,0.223,1.18378489782093e-126,"Prolif DC","Paics"
"Psat1",4.61503415317413e-130,0.2744184222573,0.355,0.054,1.29211726220569e-125,"Prolif DC","Psat1"
"Rangap1",3.59609016349452e-128,0.571004639562069,0.657,0.171,1.0068333239752e-123,"Prolif DC","Rangap1"
"Hnrnpab.1",3.68700683382554e-127,0.987062416488821,0.987,0.645,1.03228817333447e-122,"Prolif DC","Hnrnpab"
"Impdh2.2",2.00680863997373e-126,0.94065380535675,0.912,0.415,5.61866283019846e-122,"Prolif DC","Impdh2"
"Snrpd1",2.96743723716459e-126,1.00093492163161,0.97,0.658,8.30823077661341e-122,"Prolif DC","Snrpd1"
"Ppil1",1.17012331529481e-124,0.401363765949298,0.481,0.099,3.27611125816242e-120,"Prolif DC","Ppil1"
"Ssrp1.1",1.44921519006534e-124,0.808528075012422,0.824,0.3,4.05751268914494e-120,"Prolif DC","Ssrp1"
"Anp32e.3",1.85673435308947e-124,0.938585920242286,0.892,0.393,5.1984848417799e-120,"Prolif DC","Anp32e"
"Haus5",3.95126125468841e-124,0.290170391674827,0.358,0.057,1.10627412608766e-119,"Prolif DC","Haus5"
"Pa2g4.2",6.55280460512777e-124,0.971939580607588,0.879,0.388,1.83465423334367e-119,"Prolif DC","Pa2g4"
"Ube2s",1.58246479866933e-122,1.26080580652196,0.957,0.67,4.43058494331439e-118,"Prolif DC","Ube2s"
"Gemin6",3.00062343728329e-122,0.253202823938614,0.315,0.046,8.40114549970574e-118,"Prolif DC","Gemin6"
"Alyref",3.58879984991486e-122,0.780455781607747,0.824,0.309,1.00479218197916e-117,"Prolif DC","Alyref"
"Cenpq",4.03344191480339e-121,0.315805273956827,0.406,0.073,1.12928306730665e-116,"Prolif DC","Cenpq"
"Prdx4",1.64814253397005e-120,0.629025347330099,0.685,0.197,4.61446946660934e-116,"Prolif DC","Prdx4"
"Rpa3",1.09017464514912e-119,0.60798467399874,0.741,0.226,3.0522709714885e-115,"Prolif DC","Rpa3"
"B2m.5",1.12397984896816e-119,-0.994989832112954,1,1,3.14691878114105e-115,"Prolif DC","B2m"
"Suv39h1",2.0174692734505e-118,0.25612640845491,0.315,0.047,5.64851047180671e-114,"Prolif DC","Suv39h1"
"Erh.2",4.71228093649077e-117,0.997065193362698,0.972,0.722,1.31934441659869e-112,"Prolif DC","Erh"
"Ngfrap1.1",1.61243955382556e-114,0.825424645927145,0.806,0.3,4.51450826280081e-110,"Prolif DC","Ngfrap1"
"Exosc8",2.25630081667624e-112,0.70164235778478,0.804,0.3,6.31719102653012e-108,"Prolif DC","Exosc8"
"Mis18a",1.53903273114043e-111,0.407169066992043,0.577,0.143,4.30898384064698e-107,"Prolif DC","Mis18a"
"E2f2",3.50048333197207e-111,0.293594588238784,0.353,0.061,9.80065323285539e-107,"Prolif DC","E2f2"
"Smc3",4.17196444336208e-111,0.590983417772892,0.698,0.209,1.16806660485252e-106,"Prolif DC","Smc3"
"Siva1.2",8.02239910382658e-111,0.881949470357055,0.859,0.388,2.24611130108937e-106,"Prolif DC","Siva1"
"Fam111a.2",2.49502936579368e-110,0.555903113717839,0.685,0.198,6.98558321834915e-106,"Prolif DC","Fam111a"
"Nmral1",7.83238753272952e-109,0.467367493103698,0.534,0.133,2.19291186141361e-104,"Prolif DC","Nmral1"
"Cks2.5",6.06246535457613e-108,0.82273859836226,0.788,0.283,1.69736904997422e-103,"Prolif DC","Cks2"
"Timeless.1",2.7925934019404e-106,0.336882941006181,0.411,0.082,7.81870300675274e-102,"Prolif DC","Timeless"
"Cdt1",1.28290550539994e-105,0.276452272796746,0.353,0.063,3.59187883401875e-101,"Prolif DC","Cdt1"
"Dpy30",1.92906187377318e-104,0.736438190412485,0.869,0.376,5.40098743419015e-100,"Prolif DC","Dpy30"
"Ftl1.4",1.26286247533524e-103,-1.30918571255579,1,1,3.53576235844359e-99,"Prolif DC","Ftl1"
"Anapc5.1",1.35778845204553e-103,0.755015731410194,0.849,0.366,3.80153610803708e-99,"Prolif DC","Anapc5"
"Rbbp7.1",5.61904051004517e-103,0.738054833792499,0.846,0.359,1.57321896200245e-98,"Prolif DC","Rbbp7"
"Gins1",4.66065661594158e-102,0.276655594098425,0.36,0.067,1.30489063933132e-97,"Prolif DC","Gins1"
"Ppih",5.30801135931412e-102,0.455689518224927,0.66,0.197,1.48613702038077e-97,"Prolif DC","Ppih"
"Nap1l1.3",1.36284959092411e-101,0.812944791042297,0.992,0.806,3.81570628466931e-97,"Prolif DC","Nap1l1"
"Wbp5.2",1.53244610118821e-101,0.554336240885648,0.708,0.222,4.29054259410674e-97,"Prolif DC","Wbp5"
"Dbf4",9.57420671067096e-101,0.265438461214505,0.348,0.063,2.68058639485365e-96,"Prolif DC","Dbf4"
"Rfc2",2.49373706962264e-100,0.677872028433968,0.826,0.331,6.98196504752946e-96,"Prolif DC","Rfc2"
"Snrpb.2",5.84908089265062e-100,0.753776830224805,0.985,0.814,1.63762566832432e-95,"Prolif DC","Snrpb"
"Cdk2",6.03858176901228e-100,0.266664757264416,0.373,0.072,1.69068212368806e-95,"Prolif DC","Cdk2"
"H2-K1.4",3.30414297543168e-99,-0.925204790135505,1,0.999,9.25093950261362e-95,"Prolif DC","H2-K1"
"Pold1.2",4.39201980410037e-99,0.38795476337003,0.572,0.15,1.22967770475202e-94,"Prolif DC","Pold1"
"Snrpf.4",1.08981602782725e-98,0.796010023977991,0.995,0.769,3.05126691471075e-94,"Prolif DC","Snrpf"
"Lbr.1",4.9685976490275e-98,0.46786308245153,0.579,0.162,1.39110796977472e-93,"Prolif DC","Lbr"
"Ybx1.2",1.8307750298323e-97,0.783987600008265,0.995,0.918,5.12580392852448e-93,"Prolif DC","Ybx1"
"Fkbp3.2",4.98473063298287e-97,0.654292121303351,0.834,0.34,1.39562488262255e-92,"Prolif DC","Fkbp3"
"Set.3",5.29008197558107e-97,0.959406288673,0.965,0.669,1.48111715152319e-92,"Prolif DC","Set"
"Fkbp4.1",1.9534387411506e-95,0.695154576809524,0.761,0.292,5.46923778747345e-91,"Prolif DC","Fkbp4"
"Fxn",7.25865702969522e-95,0.280900000347501,0.335,0.063,2.03227879517407e-90,"Prolif DC","Fxn"
"Whsc1",9.12252512672105e-95,0.389329704116905,0.524,0.135,2.55412458497936e-90,"Prolif DC","Whsc1"
"Vars.1",3.67767080479456e-94,0.431305597954991,0.65,0.194,1.02967427192638e-89,"Prolif DC","Vars"
"Dynlt1a.1",7.4570268933686e-94,0.327946429465771,0.378,0.079,2.08781838960534e-89,"Prolif DC","Dynlt1a"
"Rnaseh2c.1",1.0060761883084e-93,0.704289051440815,0.821,0.356,2.81681211202586e-89,"Prolif DC","Rnaseh2c"
"Sfxn1.1",2.79507915132223e-93,0.362669094051068,0.481,0.12,7.82566260787197e-89,"Prolif DC","Sfxn1"
"H2-D1.4",8.01058696985432e-93,-0.779776166206484,1,1,2.24280413981981e-88,"Prolif DC","H2-D1"
"Cisd1",1.69259454474466e-92,0.541508169894552,0.718,0.248,4.73892620637611e-88,"Prolif DC","Cisd1"
"Slc29a1",2.59359798283531e-92,0.424290292845987,0.524,0.141,7.2615556323423e-88,"Prolif DC","Slc29a1"
"Mef2c.4",3.56704625291291e-92,0.497646250239695,0.652,0.203,9.98701609890557e-88,"Prolif DC","Mef2c"
"Rgs18.2",4.44819908138514e-92,0.342886172065868,0.401,0.089,1.24540677880621e-87,"Prolif DC","Rgs18"
"Smc1a",5.05285473846214e-91,0.723728833271992,0.793,0.33,1.41469826967463e-86,"Prolif DC","Smc1a"
"Rpl14.6",1.53535003802504e-90,0.652439169867244,1,0.99,4.29867303646251e-86,"Prolif DC","Rpl14"
"2700029M09Rik",1.09056925996345e-88,0.61431143129972,0.806,0.33,3.05337581404566e-84,"Prolif DC","2700029M09Rik"
"Slbp",2.08969439562409e-88,0.798218427425461,0.834,0.393,5.85072636886832e-84,"Prolif DC","Slbp"
"Ipo5",5.62396538172434e-88,0.35506256599998,0.511,0.136,1.57459782757518e-83,"Prolif DC","Ipo5"
"Rps17.5",8.42559713822344e-88,0.602999879019443,1,0.989,2.3589986867598e-83,"Prolif DC","Rps17"
"Rnaseh2b.1",7.9618683718227e-87,0.481132400486457,0.693,0.232,2.22916390674292e-82,"Prolif DC","Rnaseh2b"
"Snrpe",8.21995971757711e-87,0.663123689291033,0.992,0.874,2.30142432172724e-82,"Prolif DC","Snrpe"
"Arsb.1",1.04288800882856e-86,0.369490391225526,0.418,0.099,2.9198778471182e-82,"Prolif DC","Arsb"
"Snrpa1.2",2.55870576287625e-86,0.629740297917838,0.809,0.333,7.16386439490092e-82,"Prolif DC","Snrpa1"
"Vrk1.3",3.98097177703743e-86,0.719339492432057,0.866,0.401,1.11459247813494e-81,"Prolif DC","Vrk1"
"Tubb4b",4.47966519288071e-86,0.92665241123113,0.796,0.367,1.25421666070274e-81,"Prolif DC","Tubb4b"
"Hnrnpa3.2",7.75891621013547e-86,0.699267500170473,0.995,0.854,2.17234136051373e-81,"Prolif DC","Hnrnpa3"
"Npm1.5",1.40932954075041e-85,0.738371830654285,0.995,0.897,3.94584084819299e-81,"Prolif DC","Npm1"
"Nop58.2",1.71264752893993e-85,0.512946497824076,0.657,0.222,4.79507055152603e-81,"Prolif DC","Nop58"
"Stra13.1",8.15101987225656e-85,0.672027070583148,0.902,0.45,2.28212254383439e-80,"Prolif DC","Stra13"
"Pgp",1.20126942306885e-84,0.389938347075553,0.567,0.165,3.36331413070818e-80,"Prolif DC","Pgp"
"Hn1l",1.41638657596187e-84,0.367646780527141,0.534,0.15,3.96559913537804e-80,"Prolif DC","Hn1l"
"Timm50",2.31695638337705e-84,0.429568828631565,0.637,0.207,6.48701448217907e-80,"Prolif DC","Timm50"
"Lsm5",5.60379404147054e-84,0.703181399388808,0.912,0.509,1.56895025573092e-79,"Prolif DC","Lsm5"
"Srsf3.2",2.24726380284571e-83,0.735919134479379,0.987,0.799,6.2918891952074e-79,"Prolif DC","Srsf3"
"Hnrnpa1.3",2.54427144565643e-82,0.782723331950963,0.975,0.735,7.12345119354889e-78,"Prolif DC","Hnrnpa1"
"Lsm3",2.56364145837322e-82,0.651051320092623,0.899,0.44,7.17768335515333e-78,"Prolif DC","Lsm3"
"Rps5.5",3.02824888844109e-82,0.515967387422273,1,0.998,8.47849123785736e-78,"Prolif DC","Rps5"
"Plp2.4",5.44645765298001e-82,0.665441199656685,0.831,0.364,1.52489921368134e-77,"Prolif DC","Plp2"
"Rpl28.6",1.60304891030012e-81,0.532655858411062,1,0.995,4.48821633905827e-77,"Prolif DC","Rpl28"
"Rnaseh2a",2.08294578592271e-81,0.365114275280938,0.531,0.153,5.8318316114264e-77,"Prolif DC","Rnaseh2a"
"Mrpl18",4.56747985868702e-81,0.679441004636495,0.902,0.466,1.27880301083519e-76,"Prolif DC","Mrpl18"
"Lsm6.3",1.30669430010749e-80,0.695425338026911,0.929,0.53,3.65848270144096e-76,"Prolif DC","Lsm6"
"Rfc1",1.38652082539678e-80,0.384874966935539,0.564,0.168,3.8819810069459e-76,"Prolif DC","Rfc1"
"Rpl3.6",4.8070731342097e-80,0.663766451663891,1,0.977,1.34588433611603e-75,"Prolif DC","Rpl3"
"Mrpl28",1.69679188122192e-79,0.555821319946896,0.804,0.341,4.75067790904513e-75,"Prolif DC","Mrpl28"
"Psip1.1",2.56153825917496e-79,0.420126629411855,0.652,0.213,7.17179481803804e-75,"Prolif DC","Psip1"
"Pak1.4",3.41997912169769e-79,0.592888998421103,0.773,0.307,9.5752575449292e-75,"Prolif DC","Pak1"
"Bckdk",8.83810487908926e-79,0.362363892244926,0.516,0.149,2.47449260404741e-74,"Prolif DC","Bckdk"
"Atpif1.3",3.97217742572162e-78,0.754112984915374,0.985,0.846,1.11213023565354e-73,"Prolif DC","Atpif1"
"Rpl4.6",1.00513853835623e-77,0.608265232842755,1,0.982,2.81418687968977e-73,"Prolif DC","Rpl4"
"Ncaph2",1.43923790088595e-77,0.533108379604629,0.778,0.32,4.02957827490048e-73,"Prolif DC","Ncaph2"
"Wdfy4.4",3.35030475024308e-77,0.66871769753093,0.788,0.342,9.38018323973057e-73,"Prolif DC","Wdfy4"
"Hist1h4i",5.31226482065937e-77,0.316681705913744,0.418,0.105,1.48732790448821e-72,"Prolif DC","Hist1h4i"
"Impa2",5.97252084803121e-77,0.287282986138552,0.413,0.103,1.67218638703178e-72,"Prolif DC","Impa2"
"Atp5g2.1",6.31086243986056e-76,0.592456659183295,0.997,0.902,1.76691526591216e-71,"Prolif DC","Atp5g2"
"Dynlt1f.2",1.10707735649446e-75,0.465673431752316,0.73,0.274,3.0995951827132e-71,"Prolif DC","Dynlt1f"
"Lta4h.1",1.39619007715154e-75,0.475044064566045,0.627,0.216,3.90905297800887e-71,"Prolif DC","Lta4h"
"Gabarap.4",2.67812003743329e-75,-0.750190008538063,0.982,0.987,7.49820048080574e-71,"Prolif DC","Gabarap"
"Unc119.3",6.46279068503442e-75,0.525660264667697,0.594,0.202,1.80945213599594e-70,"Prolif DC","Unc119"
"Idh2.3",6.99531999958258e-75,0.437654681154754,0.584,0.193,1.95854969348313e-70,"Prolif DC","Idh2"
"Snrpg.2",7.57212446754665e-75,0.621795724800481,0.987,0.821,2.12004340842371e-70,"Prolif DC","Snrpg"
"Tmem109",1.08480943877197e-74,0.529250521828224,0.733,0.293,3.03724946667377e-70,"Prolif DC","Tmem109"
"Serbp1.2",1.10030821693335e-74,0.673896335636158,0.98,0.82,3.08064294577e-70,"Prolif DC","Serbp1"
"Sptssa.3",1.49641411743663e-74,0.642561757563239,0.836,0.404,4.18966024599907e-70,"Prolif DC","Sptssa"
"Gar1",1.73548593954379e-74,0.378234422269931,0.552,0.172,4.85901353353469e-70,"Prolif DC","Gar1"
"Npc2.5",2.00043920068427e-74,-1.32004734555322,0.977,0.983,5.60082967407581e-70,"Prolif DC","Npc2"
"Me2",2.80317415337209e-74,0.389013063987636,0.62,0.206,7.84832699461117e-70,"Prolif DC","Me2"
"Ruvbl2",4.30165283093688e-74,0.296370158019674,0.469,0.129,1.20437675960571e-69,"Prolif DC","Ruvbl2"
"Slc25a5.3",1.30854334080645e-73,0.683665402165564,0.995,0.889,3.6636596455899e-69,"Prolif DC","Slc25a5"
"Nxt1",2.8278093384621e-73,0.399082273076479,0.605,0.201,7.91730058582618e-69,"Prolif DC","Nxt1"
"Ndufa4.2",7.01986793922545e-73,0.761680338910691,0.965,0.745,1.96542262562434e-68,"Prolif DC","Ndufa4"
"Lyar",7.17876689843792e-73,0.471022829249804,0.693,0.261,2.00991115622465e-68,"Prolif DC","Lyar"
"Anapc11",1.4126483401357e-72,0.654041032534722,0.922,0.53,3.95513282271193e-68,"Prolif DC","Anapc11"
"Ppm1m.4",2.85268874600377e-72,0.600671899211375,0.829,0.382,7.98695795106136e-68,"Prolif DC","Ppm1m"
"Hmgn5",3.14941456919481e-72,0.265928738537338,0.327,0.074,8.81773091083163e-68,"Prolif DC","Hmgn5"
"Anapc15",3.84368228485439e-72,0.371865925551523,0.612,0.205,1.07615416611353e-67,"Prolif DC","Anapc15"
"Rdm1",6.04238191599323e-72,0.284099202473532,0.363,0.087,1.69174608883979e-67,"Prolif DC","Rdm1"
"Akip1",6.15782160014541e-72,0.260564608035761,0.39,0.097,1.72406689160871e-67,"Prolif DC","Akip1"
"Nudt5",6.45230819978179e-72,0.343703773757201,0.554,0.174,1.80651724977491e-67,"Prolif DC","Nudt5"
"Lsm4.3",8.99939190190313e-72,0.682698155569651,0.94,0.631,2.51964974469484e-67,"Prolif DC","Lsm4"
"H2afy.5",1.17523049588125e-71,0.697740567170523,0.982,0.784,3.29041034236833e-67,"Prolif DC","H2afy"
"Trim28",1.32643675289191e-71,0.419219487202945,0.715,0.269,3.71375762074676e-67,"Prolif DC","Trim28"
"Nudc",2.35922625225988e-71,0.682311444771785,0.904,0.559,6.60536166107721e-67,"Prolif DC","Nudc"
"Tmsb10.6",2.54902253898497e-71,0.744876170168912,1,0.994,7.13675330465011e-67,"Prolif DC","Tmsb10"
"Cbx1",1.03453135781943e-70,0.457255666973131,0.778,0.312,2.89648089562283e-66,"Prolif DC","Cbx1"
"Hspa14",1.73914230633861e-70,0.44248628842166,0.67,0.247,4.86925062928685e-66,"Prolif DC","Hspa14"
"Cstb.4",3.57494451187162e-70,-1.78220061405567,0.917,0.907,1.00091296443382e-65,"Prolif DC","Cstb"
"Srsf2",6.98251644877184e-70,0.663712695337234,0.972,0.72,1.95496495532714e-65,"Prolif DC","Srsf2"
"Prmt1.2",8.7726551759382e-70,0.583727570190202,0.854,0.411,2.45616799615918e-65,"Prolif DC","Prmt1"
"Rps2.3",1.61066025434247e-69,0.573796692360519,1,0.994,4.50952658010806e-65,"Prolif DC","Rps2"
"Mpp6.1",2.79983746151772e-69,0.433095586734928,0.665,0.244,7.83898492475731e-65,"Prolif DC","Mpp6"
"Prps2.1",2.89951646664959e-69,0.335627070279549,0.469,0.138,8.11806620332553e-65,"Prolif DC","Prps2"
"Ldha.3",3.3222669612341e-69,0.760415571871758,0.985,0.794,9.30168303806323e-65,"Prolif DC","Ldha"
"Ccnd3.4",4.65230574856561e-69,0.637002721138831,0.866,0.414,1.3025525634834e-64,"Prolif DC","Ccnd3"
"Ctss.6",7.33180380339734e-69,-1.39265514227054,1,0.992,2.05275842887519e-64,"Prolif DC","Ctss"
"Iqgap2.2",1.46166935235359e-68,0.321709674830717,0.458,0.133,4.09238185271958e-64,"Prolif DC","Iqgap2"
"Nop56",2.16087967605435e-68,0.478339387996102,0.72,0.284,6.05003091701696e-64,"Prolif DC","Nop56"
"Uchl5",2.80140519633166e-68,0.407181435970338,0.683,0.255,7.84337426868939e-64,"Prolif DC","Uchl5"
"Rpl21.5",4.80944302086899e-68,0.446619837108447,1,0.997,1.3465478569829e-63,"Prolif DC","Rpl21"
"Tmem238.1",5.86470712973642e-68,0.379237870135723,0.544,0.176,1.6420007021836e-63,"Prolif DC","Tmem238"
"Rps8.5",1.2980491020003e-67,0.514706261159105,1,0.997,3.63427787578045e-63,"Prolif DC","Rps8"
